collabid,milestone,modified,comment,score,grader,,
5aa00df18a3fde4259b359ad,reducetestcase,2018-03-07T11:42:40,ksmori,1,Good job reducing the test case and making reduced tests!,,
5aa00eb98a3fde4259b369af,reducetestcase,2018-03-07T11:42:19,ksmori,2,Good job reducing the test case and documenting your work here!,,
5aa00df68a3fde4259b359cc,reducetestcase,2018-03-07T11:41:59,ksmori,2,Good job reducing the test case,,
5aa00e348a3fde4259b35dca,reducetestcase2,2018-03-07T11:32:41,varot,1,Good!,,
5aa00de18a3fde4259b35928,reducetestcase2,2018-03-07T11:33:05,varot,1,Good job!,,
5aa00de38a3fde4259b35942,reducetestcase2,2018-03-07T11:39:46,varot,1,Good job!,,
5aa00ea98a3fde4259b36832,reducetestcase2,2018-03-07T11:33:11,varot,0,Didn't see evidence of test size reduction,,
5aa00eac8a3fde4259b36886,reducetestcase,2018-03-07T11:33:42,varot,1,Good job!,,
5aa00eae8a3fde4259b368c0,reducetestcase,2018-03-07T11:33:52,varot,0,Test case hasn't been reduced yet,,
5aa00df48a3fde4259b359be,reducetestcase,2018-03-07T11:34:09,varot,1,Good job!,,
5aa00ec88a3fde4259b36abd,reducetestcase,2018-03-07T11:34:32,varot,1,Good job limiting your test size!,,
5aa00e078a3fde4259b35aa9,reducetestcase,2018-03-07T11:34:47,varot,1,Good job limiting your test to one column!,,
5aa00dfa8a3fde4259b359f8,reducetestcase,2018-03-07T11:35:14,varot,1,Good start!!,,
5aa00dfc8a3fde4259b35a08,reducetestcase,2018-03-07T11:36:10,varot,2,Awesome! Great job reducing your test case to just 1 zero,,
5aa011ca8a3fde4259b3d889,reducetestcase,2018-03-07T11:36:17,varot,0,Test size hasn't been reduced yet,,
5aa00ee98a3fde4259b36d8e,reducetestcase,2018-03-07T11:36:37,varot,2,Great job narrowing it down to just one cell!,,
5aa00e038a3fde4259b35a71,reducetestcase,2018-03-07T11:36:47,varot,1,Good job!,,
5aa00efc8a3fde4259b36fee,reducetestcase,2018-03-07T11:37:17,varot,1,Good job reducing your test to just one column!,,
5aa011928a3fde4259b3ce4c,reducetestcase,2018-03-07T11:37:20,varot,0,Test size hasn't been reduced,,
5aa00f098a3fde4259b37205,reducetestcase,2018-03-07T11:37:50,varot,1,Good start. You don't need to make an entire new test!,,
5aa00d738a3fde4259b356ab,reducetestcase,2018-03-07T11:38:39,varot,1,Good job trying to narrow down your test, but does that still elicit bug?,
5aa00e058a3fde4259b35a94,reducetestcase2,2018-03-07T11:31:49,lukea,2,Great!,,
5aa00e078a3fde4259b35ab0,reducetestcase2,2018-03-07T11:32:59,lukea,1,Good job,,
5aa00e518a3fde4259b360a9,reducetestcase2,2018-03-07T11:33:36,lukea,1,Good job,,
5aa00e138a3fde4259b35b88,reducetestcase2,2018-03-07T11:34:14,lukea,1,Good job,,
5aa00e178a3fde4259b35bdd,reducetestcase,2018-03-07T11:34:43,lukea,2,Great!,,
5aa00e188a3fde4259b35bec,reducetestcase,2018-03-07T11:35:23,lukea,1,Good job,,
5aa00e1c8a3fde4259b35c36,reducetestcase,2018-03-07T11:35:35,lukea,2,Great!,,
5aa00e1d8a3fde4259b35c4a,reducetestcase,2018-03-07T11:35:51,lukea,1,Good job,,
5aa00e398a3fde4259b35e22,reducetestcase,2018-03-07T11:38:49,lukea,0,Test case not simplified,,
5aa00e368a3fde4259b35de5,reducetestcase,2018-03-07T11:37:42,lukea,2,Great!,,
5aa011f18a3fde4259b3e18d,reducetestcase,2018-03-07T11:37:53,lukea,2,Great!,,
5aa00ee08a3fde4259b36c7c,reducetestcase,2018-03-07T11:39:14,lukea,2,Great!,,
5a9eb6998a3fde4259b35579,reducetestcase,2018-03-07T11:30:31,lukea,null,,,
5aa0102a8a3fde4259b3ae62,reducetestcase,2018-03-07T11:40:09,lukea,1,Good job,,
5aa00e3c8a3fde4259b35e4c,reducetestcase,2018-03-07T11:41:13,lukea,1,Good job,,
5aa00e3c8a3fde4259b35e4d,reducetestcase,2018-03-07T11:41:45,lukea,0,Test case not simplified,,
5aa00e428a3fde4259b35edc,reducetestcase,2018-03-07T11:42:20,lukea,0,Test case not simplified,,
5aa00e228a3fde4259b35caa,reducetestcase2,2018-03-07T11:33:26,lu16j,1,Good attempt to reduce testSolveEmptyPuzzle,,
5aa00dc58a3fde4259b357c5,reducetestcase2,2018-03-07T11:34:31,lu16j,1,There is an attempt to reduce testSolveEmptyPuzzle,,
5aa00fc58a3fde4259b3974c,reducetestcase,2018-03-07T11:44:26,lukea,1,Good job. It would be better to reduce the test case for a larger puzzle. A 1x1 puzzle may not fail in the same way as the larger puzzle.,,
5aa00e508a3fde4259b3607e,reducetestcase2,2018-03-07T11:35:54,lu16j,1,Appears to be attempt to reduce testSolveEmptyPuzzle,,
5aa00f7f8a3fde4259b38815,reducetestcase2,2018-03-07T11:36:58,lu16j,2,Good reduction of testSolveEmptyPuzzle,,
5aa00d4c8a3fde4259b3567b,reducetestcase,2018-03-07T11:39:22,lu16j,2,Good reduction of testSolveEmptyPuzzle,,
5aa00f0e8a3fde4259b372c1,reducetestcase,2018-03-07T11:40:05,lu16j,1,Looks like there was an attempt to reduce the number of 0s in half along each axis,,
5aa00dd28a3fde4259b35882,reducetestcase,2018-03-07T11:43:02,lu16j,1,Good attempt to reduce testSolveEmptyPuzzle,,
5aa00e288a3fde4259b35cff,reducetestcase,2018-03-07T11:42:13,lu16j,1,Good attempt to reduce testSolveEmptyPuzzle,,
5aa010748a3fde4259b3c48e,reducetestcase,2018-03-07T11:43:46,lu16j,1,Good attempt to reduce testSolveEmptyPuzzle,,
5aa00e5e8a3fde4259b361a7,reducetestcase,2018-03-07T11:42:43,lu16j,1,Good attempts to reduce testSolveEmptyPuzzle,,
5aa00f818a3fde4259b3887a,reducetestcase,2018-03-07T11:44:03,lu16j,1,Good attempt to reduce testSolveEmptyPuzzle,,
5aa00df18a3fde4259b359ad,reducetestcase2,2018-03-07T11:33:13,lagrassa,1,Good reduction!,,
5aa00eb98a3fde4259b369af,reducetestcase2,2018-03-07T11:33:49,lagrassa,2,Good! Many attempts at reducing the puzzle size. ,,
5aa00df68a3fde4259b359cc,reducetestcase2,2018-03-07T11:34:20,lagrassa,2,Good idea with a physically smaller puzzle, and fewer zeros!,
5aa00df78a3fde4259b359d5,reducetestcase,2018-03-07T14:53:33,lu16j,1,Appears to be an attempt to reduce the test case,,
5aa00df98a3fde4259b359e8,reducetestcase,2018-03-07T11:36:56,lagrassa,1,Reduces test case size.,,
5aa00e828a3fde4259b364a2,reducetestcase,2018-03-07T11:38:21,lagrassa,1,Nice! Reduces the test case size to be able to more easily isolate the bug. ,,
5aa00e7d8a3fde4259b3644d,reducetestcase,2018-03-07T11:39:36,lagrassa,1,Hm, I see some attempts at fixing the bug. How can you reduce your deubgging by reducing the test case size? ,
5aa00e748a3fde4259b363cb,reducetestcase,2018-03-07T11:40:13,lagrassa,2,Very good! Test case for a single cell. ,,
5aa00e038a3fde4259b35a6c,reducetestcase,2018-03-07T11:40:59,lagrassa,1,Nice! Reduces the test case size to be able to more easily isolate the bug. ,,
5aa00e6f8a3fde4259b36343,reducetestcase,2018-03-07T11:41:14,lagrassa,2,Nice! Reduces the test case size to be able to more easily isolate the bug. ,,
5aa00e668a3fde4259b36277,reducetestcase,2018-03-07T11:41:35,lagrassa,1,Nice! Reduces the test case size to be able to more easily isolate the bug. ,,
5aa00e5e8a3fde4259b361b9,reducetestcase,2018-03-07T11:41:58,lagrassa,1,Great bug finding strategy and test case size reduction. ,,
5aa00e048a3fde4259b35a81,reducetestcase,2018-03-07T11:45:30,lagrassa,2,Good test case reduction. ,,
5aa00e058a3fde4259b35a94,reducetestcase,2018-03-07T11:46:14,lagrassa,1,Nice! Reduces the test case size to be able to more easily isolate the bug. ,,
5aa00e078a3fde4259b35ab0,reducetestcase,2018-03-07T11:47:07,lagrassa,1,Excellent strategy and regression tests!!,,
5aa00e518a3fde4259b360a9,reducetestcase,2018-03-07T11:47:46,lagrassa,1,Nice! Reduces the test case size to be able to more easily isolate the bug.  Can you reduce it more?,,
5aa00e138a3fde4259b35b88,reducetestcase,2018-03-07T11:49:28,lagrassa,1,Nice! Reduces the test case size to be able to more easily isolate the bug. ,,
5aa00e3c8a3fde4259b35e4d,reducetestcase2,2018-03-07T11:39:11,mcslao,1,Good start. You were on the right track with filling in less 0's.,,
5aa00e3c8a3fde4259b35e4c,reducetestcase2,2018-03-07T11:37:13,mcslao,1,Good. Next time, please make the modifications in the given TODO to make it easier to check.,
5aa00e428a3fde4259b35edc,reducetestcase2,2018-03-07T11:39:54,mcslao,0,No work to fill in less 0's in the Sudoku failing test case,,
5aa00fc58a3fde4259b3974c,reducetestcase2,2018-03-07T11:41:52,mcslao,0,As discussed during the exercise, you need to try to fill in less 0's in the puzzle instead of making the Sudoku puzzle size smaller,
5aa00d998a3fde4259b356dd,reducetestcase,2018-03-07T11:43:04,mcslao,1,Great work reducing the test case!,,
5aa00dac8a3fde4259b3572c,reducetestcase,2018-03-07T11:43:42,mcslao,1,Good start reducing the test case by filling in less 0's!,,
5aa00f738a3fde4259b385d5,reducetestcase,2018-03-07T11:44:10,mcslao,2,Great work reducing the test case by filling in less 0's!,,
5aa00e088a3fde4259b35abd,reducetestcase,2018-03-07T11:45:21,mcslao,2,Great work figuring out which few parts need to be 0 in order for the test case to fail! It may be better not to directly modify the solved Sudoku puzzle so that you can check it when you print out the solved version,,
5aa00e568a3fde4259b36111,reducetestcase,2018-03-07T11:47:02,mcslao,1,Good start reducing the test case by filling in less 0's!,,
5aa00e278a3fde4259b35ced,reducetestcase,2018-03-07T11:36:51,caronoff,1,Good start towards minimizing test scope.,,
5aa0121e8a3fde4259b3ea86,reducetestcase,2018-03-07T11:37:34,caronoff,0,no work done.,,
5aa00d1b8a3fde4259b35645,reducetestcase,2018-03-07T11:39:18,caronoff,1,You have made the scope of the test smaller.,,
5aa00d208a3fde4259b3564b,reducetestcase,2018-03-07T11:40:03,caronoff,1,Good work making the test case smaller.,,
5aa00efc8a3fde4259b36fee,reducetestcase2,2018-03-07T11:43:19,zlily,1,good first step by iterating through cols,,
5aa010a48a3fde4259b3cb32,reducetestcase,2018-03-07T11:40:44,caronoff,0,Not enough work done towards minimizing the scope of the test.,,
5aa00d3b8a3fde4259b3565c,reducetestcase,2018-03-07T11:41:39,caronoff,1,Good work towards making the test case smaller.,,
5aa010638a3fde4259b3bffb,reducetestcase,2018-03-07T11:43:05,caronoff,1,Good work towards making the test case smaller.,,
5aa011928a3fde4259b3ce4c,reducetestcase2,2018-03-07T11:42:35,zlily,0,no work,,
5aa00f098a3fde4259b37205,reducetestcase2,2018-03-07T11:43:00,zlily,1,good work reducing the test case,,
5aa00d738a3fde4259b356ab,reducetestcase2,2018-03-07T11:43:55,zlily,1,good attempt, but you should be reducing the problem by setting fewer 0s, not by changing the puzzle size
5aa00d408a3fde4259b35665,reducetestcase,2018-03-07T11:43:54,caronoff,1,Good work towards making the test case smaller.,,
5aa00fdf8a3fde4259b39aa9,reducetestcase,2018-03-07T11:57:12,caronoff,1,Good start towards making the test case smaller.,,
5aa00f1e8a3fde4259b374a9,reducetestcase,2018-03-07T11:46:24,zlily,1,good job reducing to a 2x2 block of 0s,,
5aa00e518a3fde4259b36094,reducetestcase,2018-03-07T11:47:08,zlily,0,you should be reducing the amount of the puzzle that is empty, not replacing a solved row,
5aa00e278a3fde4259b35ced,reducetestcase2,2018-03-07T11:45:31,lu16j,2,Good reduction of testSolveEmptyPuzzle,,
5aa0121e8a3fde4259b3ea86,reducetestcase2,2018-03-07T11:48:22,lu16j,0,No apparent attempt to reduce testSolveEmptyPuzzle,,
5aa00da48a3fde4259b356f7,reducetestcase,2018-03-07T11:47:31,zlily,1,good work reducing number of empty spaces,,
5aa00d1b8a3fde4259b35645,reducetestcase2,2018-03-07T11:46:08,lu16j,1,Good reduction of testSolveEmptyPuzzle,,
5aa00d208a3fde4259b3564b,reducetestcase2,2018-03-07T11:46:27,lu16j,1,Good attempt to reduce testSolveEmptyPuzzle,,
5aa00d3b8a3fde4259b3565c,reducetestcase2,2018-03-07T11:46:32,lu16j,1,Good attempt to reduce testSolveEmptyPuzzle,,
5aa00d768a3fde4259b356b4,reducetestcase,2018-03-07T11:46:43,zlily,1,good reduction to bottom 2x2 block of 0s,,
5aa00e5c8a3fde4259b3618b,reducetestcase,2018-03-07T11:47:48,zlily,1,good preliminary reduction - how can you take this a step further?,,
5aa010638a3fde4259b3bffb,reducetestcase2,2018-03-07T11:46:51,lu16j,2,Good attempt to reduce testSolveEmptyPuzzle,,
5aa010a48a3fde4259b3cb32,reducetestcase2,2018-03-07T11:46:39,lu16j,1,Appears to be attempt to reduce testSolveEmptyPuzzle,,
5aa00e0a8a3fde4259b35adb,reducetestcase,2018-03-07T11:48:26,zlily,1,good start reducing the test case,,
5aa00e038a3fde4259b35a79,reducetestcase,2018-03-07T11:48:36,zlily,1,good start reducing to a 2x2 block,,
5aa00de28a3fde4259b35935,reducetestcase,2018-03-07T11:49:24,zlily,1,the problem you chose to reduce it to seems a little random (why /2+3?), but okay,
5aa00e738a3fde4259b363b5,reducetestcase,2018-03-07T14:57:22,lu16j,1,Appears to be attempts to reduce test case,,
5aa00e118a3fde4259b35b67,reducetestcase,2018-03-07T11:50:36,zlily,1,good work reducing the test case, but how can you do it in a less seemingly-random way?,
5aa00dc58a3fde4259b357c5,reducetestcase,2018-03-07T11:51:06,zlily,1,good job reducing to 1 block,,
5aa00e228a3fde4259b35caa,reducetestcase,2018-03-07T11:50:52,zlily,1,good work reducing test case,,
5aa00e508a3fde4259b3607e,reducetestcase,2018-03-07T11:51:52,zlily,0,by iterating from puzzle.size()-1 to puzzle.size()-1, you're not actually setting anything,
5aa00d828a3fde4259b356c1,reducetestcase,2018-03-07T11:46:08,caronoff,1,Good start towards making the test case smaller.,,
5aa00f7f8a3fde4259b38815,reducetestcase,2018-03-07T11:52:27,zlily,1,good start reducing the test case,,
5aa00fb58a3fde4259b39435,reducetestcase,2018-03-07T11:46:43,caronoff,1,Good start towards making the test case smaller.,,
5aa00db08a3fde4259b3574b,reducetestcase,2018-03-07T11:47:17,caronoff,1,Good start towards minimizing the test case.,,
5aa00db18a3fde4259b35752,reducetestcase,2018-03-07T11:48:06,caronoff,1,Good start towards minimizing the test case.,,
5aa00f7e8a3fde4259b387cb,reducetestcase,2018-03-07T11:48:16,caronoff,1,Good start towards minimizing the test case.,,
5aa00db98a3fde4259b3576a,reducetestcase,2018-03-07T11:48:49,caronoff,2,Great start towards minimizing the test case.,,
5aa00dbc8a3fde4259b35777,reducetestcase,2018-03-07T11:49:31,caronoff,2,Great work towards minimizing the test case.,,
5aa00dc18a3fde4259b357a3,reducetestcase,2018-03-07T11:49:51,caronoff,1,Good start towards minimizing the test case.,,
5aa00dc88a3fde4259b357e2,reducetestcase,2018-03-07T11:50:19,caronoff,1,Good start towards minimizing the test case.,,
5aa00f738a3fde4259b385d5,bug1079,2018-03-07T11:47:44,ccassidy,null,,,
5aa00f648a3fde4259b38290,reducetestcase,2018-03-07T11:53:36,mcslao,1,Great job making the test case smaller by filling in less 0's and localizing it to a single column!,,
5aa00f538a3fde4259b37ed7,reducetestcase,2018-03-07T11:52:57,mcslao,1,Good job making the test case smaller by filling in less 0's!,,
5aa00dc58a3fde4259b357bd,reducetestcase,2018-03-07T11:52:31,mcslao,1,Great job making the test case smaller by filling in less 0's and localizing it to a couple of rows!,,
5aa00f428a3fde4259b37b38,reducetestcase,2018-03-07T11:52:17,mcslao,1,Great job making the test case smaller by filling in less 0's!,,
5aa00dda8a3fde4259b358e2,reducetestcase,2018-03-07T11:52:00,mcslao,1,Great job making the test case smaller by filling in less 0's!,,
5aa00e348a3fde4259b35dca,reducetestcase,2018-03-07T11:51:46,mcslao,1,Good job making the test case smaller by filling in less 0's!,,
5aa00de18a3fde4259b35928,reducetestcase,2018-03-07T11:51:32,mcslao,1,Good job making the test case smaller by filling in less 0's!,,
5aa00de38a3fde4259b35942,reducetestcase,2018-03-07T11:51:09,mcslao,1,Great job making the test case smaller by filling in less 0's!,,
5aa00ea98a3fde4259b36832,reducetestcase,2018-03-07T11:50:00,mcslao,1,Good job making the test case smaller by filling in less 0's!,,
5aa00e278a3fde4259b35ced,bug10792,2018-03-07T11:58:53,zlily,1,good work - however, you say they cover all partitions of the puzzle. is this true?,
5aa015c18a3fde4259b4d41f,bug10792,2018-03-07T12:18:22,zlily,0,definitely save more time for the hypothesis step next time. what else (e.g. certain partitions and operations) does SudokuTest fail to cover?,,
5aa0121e8a3fde4259b3ea86,bug10792,2018-03-07T12:16:52,zlily,0,definitely save more time for the hypothesis step next time. what else (e.g. certain partitions and operations) does SudokuTest fail to cover?,,
5aa012368a3fde4259b3ef0d,bug10792,2018-03-07T11:59:29,zlily,1,good start! what else is SudokuTest missing in terms of partitions and operations tested?,,
5aa00d1b8a3fde4259b35645,bug10792,2018-03-07T12:02:30,zlily,1,good work! what else is lacking from SudokuTest's partitions?,,
5aa00d208a3fde4259b3564b,bug10792,2018-03-07T12:03:32,zlily,1,good work! where else is SudokuTest lacking? is it testing all the operations?,,
5aa00fdf8a3fde4259b39aa9,bug1079,2018-03-07T12:14:36,zlily,1,good observations! what else (e.g. certain partitions and operations) does SudokuTest fail to cover?,,
5aa010748a3fde4259b3c48e,bug10792,2018-03-07T12:15:51,zlily,1,good observations! what else (e.g. certain partitions and operations) does SudokuTest fail to cover?,,
5aa00d408a3fde4259b35665,bug1079,2018-03-07T12:14:29,zlily,2,good work!,,
5aa010638a3fde4259b3bffb,bug10792,2018-03-07T12:15:41,zlily,1,good observations! what else (e.g. certain operations) does SudokuTest fail to cover?,,
5aa00d3b8a3fde4259b3565c,bug10792,2018-03-07T12:15:29,zlily,1,good observations! what else (e.g. certain operations) does SudokuTest fail to cover?,,
5aa00f818a3fde4259b3887a,bug1079,2018-03-07T12:14:05,zlily,1,good observations! what else (e.g. certain partitions and operations) does SudokuTest fail to cover?,,
5aa00d4c8a3fde4259b3567b,bug1079,2018-03-07T12:14:23,zlily,1,good observations! what else (e.g. certain partitions) does SudokuTest fail to cover?,,
5aa00d738a3fde4259b356ab,bug1079,2018-03-07T12:10:37,zlily,1,good observations! what else does SudokuTest fail to test for (e.g. certain operations)?,,
5aa00da48a3fde4259b356f7,bug1079,2018-03-07T12:09:13,zlily,1,good observations! what else is missing from SudokuTest's partitions?,,
5aa00dac8a3fde4259b3572c,bug1079,2018-03-07T12:08:55,zlily,1,good work! what else is missing from SudokuTest's partitions?,,
5aa00d768a3fde4259b356b4,bug1079,2018-03-07T12:13:35,zlily,1,good observations! what else (e.g. certain partitions) does SudokuTest fail to cover?,,
5aa00db98a3fde4259b3576a,bug1079,2018-03-07T12:07:54,zlily,1,good observations! what else is missing from the SudokuTest partitions?,,
5aa00dfa8a3fde4259b359f8,bug10792,2018-03-07T12:06:28,lukea,1,Good start. How well tested is Sudoku?,,
5aa00e078a3fde4259b35aa9,bug10792,2018-03-07T12:07:00,lukea,1,Good job,,
5aa00e568a3fde4259b36111,bug10792,2018-03-07T12:07:28,lukea,1,Good job,,
5aa00e1d8a3fde4259b35c4a,bug10792,2018-03-07T12:08:38,lukea,1,Good job. It also depends on Java util modules e.g. ArrayDeque,,
5aa00e288a3fde4259b35cff,bug10792,2018-03-07T12:09:40,lukea,1,Good job. It also depends on Java util modules e.g. ArrayDeque,,
5aa00e508a3fde4259b3607e,bug10792,2018-03-07T12:10:12,lukea,1,Good job,,
5aa00e428a3fde4259b35edc,bug10792,2018-03-07T12:10:41,lukea,1,"Good job. What does ""not tested like they should be"" mean?",,
5aa00e398a3fde4259b35e22,bug10792,2018-03-07T12:02:00,lukea,1,Good job. It also depends on Java util modules e.g. ArrayDeque,,
5aa00de28a3fde4259b35935,bug10792,2018-03-07T12:14:38,lukea,1,Good job. It also depends on Java util modules e.g. ArrayDeque. How well is Sudoku tested?,,
5aa00e3c8a3fde4259b35e4c,bug1079,2018-03-07T12:02:44,lukea,1,Good job,,
5aa010a48a3fde4259b3cb32,bug1079,2018-03-07T12:03:06,lukea,0,Good start but no hypothesis given,,
5aa0102a8a3fde4259b3ae62,bug1079,2018-03-07T12:03:43,lukea,1,Good job. It also depends on Java util modules e.g. ArrayDeque,,
5aa00fb58a3fde4259b39435,bug1079,2018-03-07T12:03:55,lukea,1,Good job. It also depends on Java util modules e.g. ArrayDeque,,
5aa00f7f8a3fde4259b38815,bug1079,2018-03-07T12:04:09,lukea,1,Good job,,
5aa00f7e8a3fde4259b387cb,bug1079,2018-03-07T12:04:49,lukea,2,Great!,,
5aa00d828a3fde4259b356c1,bug1079,2018-03-07T12:05:10,lukea,2,Great!,,
5aa00e1c8a3fde4259b35c36,bug1079,2018-03-07T12:05:40,lukea,1,Good job. It also depends on Java util modules e.g. ArrayDeque. There should also be a partition for puzzle size.,,
5aa00d998a3fde4259b356dd,bug1079,2018-03-07T12:06:10,lukea,2,Great!,,
5aa00f7e8a3fde4259b387cb,bug10792,2018-03-07T12:00:54,lu16j,2,Excellent!,,
5aa00d828a3fde4259b356c1,bug10792,2018-03-07T12:01:34,lu16j,1,Excellent!,,
5aa00e1c8a3fde4259b35c36,bug10792,2018-03-07T12:01:48,lu16j,1,Good attempt and hypotheses,,
5aa00d998a3fde4259b356dd,bug10792,2018-03-07T12:02:58,lu16j,2,Excellent!,,
5aa00f738a3fde4259b385d5,bug10792,2018-03-07T12:04:20,lu16j,1,Good hypothesis, but that's actually a different bug!,
5aa00db08a3fde4259b3574b,bug10792,2018-03-07T12:04:44,lu16j,1,Good debugging steps,,
5aa00dbc8a3fde4259b35777,bug10792,2018-03-07T12:05:09,lu16j,1,Good debugging steps,,
5aa00f2a8a3fde4259b3764c,bug10792,2018-03-07T12:05:29,lu16j,1,Good debugging steps,,
5aa00e088a3fde4259b35abd,bug10792,2018-03-07T12:08:00,lu16j,1,Good debugging steps,,
5aa00e078a3fde4259b35ab0,bug1079,2018-03-07T12:08:33,lu16j,1,Good debugging steps,,
5aa00e5c8a3fde4259b3618b,bug1079,2018-03-07T12:08:51,lu16j,2,Good debugging!,,
5aa00dc88a3fde4259b357e2,bug1079,2018-03-07T12:09:08,lu16j,1,Good debugging steps,,
5aa00e048a3fde4259b35a81,bug1079,2018-03-07T12:09:24,lu16j,1,Good debugging steps,,
5aa00e038a3fde4259b35a79,bug1079,2018-03-07T12:09:37,lu16j,1,Good debugging steps,,
5aa00e038a3fde4259b35a71,bug1079,2018-03-07T12:10:05,lu16j,1,Good debugging steps. Not sure what off by one error you were referring to specifically, but it is indeed an off by one error!,
5aa00e038a3fde4259b35a6c,bug1079,2018-03-07T12:10:39,lu16j,1,Good debugging steps,,
5aa00f1e8a3fde4259b374a9,bug1079,2018-03-07T12:10:48,lu16j,2,Good debugging!,,
5aa00efc8a3fde4259b36fee,bug1079,2018-03-07T12:11:06,lu16j,1,Good observations,,
5aa00e038a3fde4259b35a71,bug10792,2018-03-07T11:59:31,lagrassa,1,Good debugging steps and critiqes of SudokuTest. Which partitions are missing?,,
5aa00e038a3fde4259b35a6c,bug10792,2018-03-07T12:00:36,lagrassa,1,Good debugging steps and critiqes of SudokuTest. Which partitions are missing?,,
5aa00f1e8a3fde4259b374a9,bug10792,2018-03-07T12:01:26,lagrassa,1,Good experimentation. What partitions are missing from SudokuTest?,,
5aa00efc8a3fde4259b36fee,bug10792,2018-03-07T11:56:50,lagrassa,null,,,
5aa00e668a3fde4259b36277,bug10792,2018-03-07T14:39:14,lu16j,1,Good observations and critique,,
5aa00ddf8a3fde4259b35906,bug10792,2018-03-07T14:43:40,lu16j,1,Good observations and critique,,
5aa00eac8a3fde4259b36886,bug10792,2018-03-07T14:32:38,lu16j,1,Good observations and critique,,
5aa00eb98a3fde4259b369af,bug10792,2018-03-07T14:38:33,lu16j,1,Good observations,,
5aa00ee88a3fde4259b36d83,bug10792,2018-03-07T12:00:06,mcslao,1,Good start with observations of the bug!,,
5aa00de38a3fde4259b35942,bug10792,2018-03-07T14:31:50,lu16j,1,Good start,,
5aa00e118a3fde4259b35b67,bug1079,2018-03-07T14:36:37,lu16j,1,Good start on debugging,,
5aa00df18a3fde4259b359ad,bug1079,2018-03-07T14:42:51,lu16j,1,Good debugging steps,,
5aa00eae8a3fde4259b368c0,bug1079,2018-03-07T14:42:07,lu16j,1,Good start to debugging,,
5aa00ee08a3fde4259b36c7c,bug10792,2018-03-07T12:00:38,mcslao,1,Great debugging steps!,,
5aa00fc58a3fde4259b3974c,bug1079,2018-03-07T14:44:48,lu16j,1,Good start to debugging,,
5aa00e6f8a3fde4259b36343,bug1079,2018-03-07T14:37:23,lu16j,1,Good start on debugging,,
5aa00e518a3fde4259b36094,bug10792,2018-03-07T11:58:05,ksmori,1,Good points and observations. What modules internal to Sudoku are solver also dependent on?,,
5aa00e518a3fde4259b36094,bug1079,2018-03-07T11:57:25,lagrassa,null,,,
5aa00e5e8a3fde4259b361a7,bug1079,2018-03-07T11:57:28,lagrassa,null,,,
5aa00f648a3fde4259b38290,bug1079,2018-03-07T11:57:31,lagrassa,null,,,
5aa00e3c8a3fde4259b35e4d,bug1079,2018-03-07T11:57:39,lagrassa,null,,,
5aa00dda8a3fde4259b358e2,bug10792,2018-03-07T12:02:02,mcslao,0,You need to specify more debugging steps.,,
5aa00de18a3fde4259b35928,bug10792,2018-03-07T12:02:35,mcslao,1,Great debugging observations!,,
5aa00df48a3fde4259b359be,bug10792,2018-03-07T12:03:10,mcslao,1,Great debugging observations!,,
5aa00df68a3fde4259b359cc,bug10792,2018-03-07T12:03:34,mcslao,1,Great debugging observations!,,
5aa00ea98a3fde4259b36832,bug10792,2018-03-07T12:04:08,mcslao,1,Great debugging observations!,,
